Order ID,Order Status,Created Time,Seller SKU,Product Name,Quantity,SKU Unit Original Price
TT000040,Completed,2026-04-19 03:49:14,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000041,Completed,2026-05-05 09:37:11,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000041,Completed,2026-05-05 09:37:11,SKN-SERUM-01,Glow Serum,1,42.00
TT000042,Completed,2026-04-27 06:05:19,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000043,Completed,2026-02-21 09:57:46,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000043,Completed,2026-02-21 09:57:46,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000044,Completed,2026-04-21 00:17:29,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000044,Completed,2026-04-21 00:17:29,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000045,Completed,2026-04-28 22:43:30,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000045,Completed,2026-04-28 22:43:30,LSH-LASH-03,Magnetic Lashes — Wispy,2,26.00
TT000046,Completed,2026-04-12 00:36:42,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000046,Completed,2026-04-12 00:36:42,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000047,Completed,2026-04-13 07:43:40,FCE-CONC-03,Concealer — Light,1,21.00
TT000047,Completed,2026-04-13 07:43:40,CHK-BLUSH-01,Cream Blush — Petal,2,18.00
TT000048,Completed,2026-03-25 05:53:04,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000048,Completed,2026-03-25 05:53:04,FCE-CONC-03,Concealer — Light,1,21.00
TT000048,Completed,2026-03-25 05:53:04,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000049,Completed,2026-03-13 01:33:51,SKN-SERUM-01,Glow Serum,1,42.00
TT000049,Completed,2026-03-13 01:33:51,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000050,Completed,2026-04-06 10:19:48,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000050,Completed,2026-04-06 10:19:48,CHK-BRONZ-02,Liquid Bronzer,2,20.00
TT000051,Completed,2026-04-28 07:14:33,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000051,Completed,2026-04-28 07:14:33,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000052,Completed,2026-02-06 00:50:03,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000052,Completed,2026-02-06 00:50:03,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000053,Completed,2026-04-14 17:53:17,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000053,Completed,2026-04-14 17:53:17,FCE-CONC-03,Concealer — Light,1,21.00
TT000054,Completed,2026-03-03 00:47:47,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000054,Completed,2026-03-03 00:47:47,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000055,Completed,2026-02-22 20:03:23,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000055,Completed,2026-02-22 20:03:23,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000055,Completed,2026-02-22 20:03:23,FCE-CONC-03,Concealer — Light,1,21.00
TT000056,Completed,2026-04-07 20:49:15,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000057,Completed,2026-04-21 21:26:15,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000057,Completed,2026-04-21 21:26:15,FCE-CONC-03,Concealer — Light,1,21.00
TT000058,Completed,2026-03-02 17:15:12,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000058,Completed,2026-03-02 17:15:12,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000058,Completed,2026-03-02 17:15:12,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000059,Completed,2026-04-26 18:23:04,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000059,Completed,2026-04-26 18:23:04,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000060,Completed,2026-02-15 03:12:26,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000060,Completed,2026-02-15 03:12:26,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000061,Completed,2026-04-23 07:34:26,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000062,Completed,2026-02-12 00:06:03,FCE-FOUND-01,Demi Matte Foundation,2,34.00
TT000062,Completed,2026-02-12 00:06:03,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000063,Completed,2026-03-06 08:02:50,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000063,Completed,2026-03-06 08:02:50,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000064,Completed,2026-04-16 12:23:22,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000064,Completed,2026-04-16 12:23:22,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000064,Completed,2026-04-16 12:23:22,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000065,Completed,2026-04-12 13:17:26,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000065,Completed,2026-04-12 13:17:26,FCE-CONC-03,Concealer — Light,1,21.00
TT000065,Completed,2026-04-12 13:17:26,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000066,Completed,2026-02-06 11:15:00,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000067,Completed,2026-02-05 18:32:36,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000067,Completed,2026-02-05 18:32:36,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000068,Completed,2026-02-28 19:38:56,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000068,Completed,2026-02-28 19:38:56,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000069,Completed,2026-02-11 01:09:33,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000069,Completed,2026-02-11 01:09:33,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000070,Completed,2026-03-12 18:56:55,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000070,Completed,2026-03-12 18:56:55,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000071,Completed,2026-03-30 09:09:39,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000071,Completed,2026-03-30 09:09:39,FCE-SPRAY-02,Setting Spray — Dewy,2,24.00
TT000072,Completed,2026-04-16 00:43:02,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000073,Completed,2026-03-24 07:04:32,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000073,Completed,2026-03-24 07:04:32,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000074,Completed,2026-04-16 12:29:54,SKN-SERUM-01,Glow Serum,1,42.00
TT000075,Completed,2026-04-14 01:12:39,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000075,Completed,2026-04-14 01:12:39,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000075,Completed,2026-04-14 01:12:39,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000076,Completed,2026-04-14 10:33:27,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000076,Completed,2026-04-14 10:33:27,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000077,Completed,2026-04-01 05:52:26,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000077,Completed,2026-04-01 05:52:26,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000078,Completed,2026-04-15 21:40:42,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000078,Completed,2026-04-15 21:40:42,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000079,Completed,2026-04-03 22:32:41,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000079,Completed,2026-04-03 22:32:41,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000079,Completed,2026-04-03 22:32:41,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000080,Completed,2026-02-21 18:24:59,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000080,Completed,2026-02-21 18:24:59,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000081,Completed,2026-03-06 07:40:41,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000082,Completed,2026-03-03 02:18:01,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000082,Completed,2026-03-03 02:18:01,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000082,Completed,2026-03-03 02:18:01,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000083,Completed,2026-02-13 17:04:18,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000083,Completed,2026-02-13 17:04:18,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000084,Completed,2026-03-11 02:49:07,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000084,Completed,2026-03-11 02:49:07,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000085,Completed,2026-04-18 18:43:15,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000085,Completed,2026-04-18 18:43:15,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000085,Completed,2026-04-18 18:43:15,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000086,Completed,2026-03-15 06:36:26,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000086,Completed,2026-03-15 06:36:26,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000087,Completed,2026-02-22 06:14:21,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000087,Completed,2026-02-22 06:14:21,SKN-SERUM-01,Glow Serum,1,42.00
TT000088,Completed,2026-04-27 10:06:33,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000088,Completed,2026-04-27 10:06:33,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000088,Completed,2026-04-27 10:06:33,FCE-CONC-03,Concealer — Light,1,21.00
TT000089,Completed,2026-03-22 10:23:33,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000089,Completed,2026-03-22 10:23:33,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000090,Cancelled,2026-02-19 15:12:57,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000090,Cancelled,2026-02-19 15:12:57,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000091,Completed,2026-03-08 19:29:13,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000091,Completed,2026-03-08 19:29:13,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000092,Completed,2026-03-22 19:30:33,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000092,Completed,2026-03-22 19:30:33,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000093,Cancelled,2026-03-04 06:55:14,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000094,Completed,2026-04-29 02:53:31,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000094,Completed,2026-04-29 02:53:31,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000095,Completed,2026-03-16 12:59:43,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000095,Completed,2026-03-16 12:59:43,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000095,Completed,2026-03-16 12:59:43,LIP-OIL-01,Lip Oil — Cherry,2,15.00
TT000096,Completed,2026-04-12 20:50:11,SKN-SERUM-01,Glow Serum,1,42.00
TT000096,Completed,2026-04-12 20:50:11,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000097,Completed,2026-03-21 13:44:14,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000097,Completed,2026-03-21 13:44:14,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000097,Completed,2026-03-21 13:44:14,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000098,Completed,2026-04-05 10:43:50,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000098,Completed,2026-04-05 10:43:50,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000099,Completed,2026-03-22 12:01:38,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000099,Completed,2026-03-22 12:01:38,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000099,Completed,2026-03-22 12:01:38,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000100,Completed,2026-04-22 04:18:44,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000101,Completed,2026-02-20 19:43:25,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000101,Completed,2026-02-20 19:43:25,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000102,Completed,2026-04-25 04:47:19,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000102,Completed,2026-04-25 04:47:19,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000103,Cancelled,2026-02-22 23:15:48,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000103,Cancelled,2026-02-22 23:15:48,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000103,Cancelled,2026-02-22 23:15:48,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000104,Cancelled,2026-02-19 01:54:05,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000104,Cancelled,2026-02-19 01:54:05,CHK-BRONZ-02,Liquid Bronzer,2,20.00
TT000104,Cancelled,2026-02-19 01:54:05,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000105,Completed,2026-04-01 12:13:58,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000105,Completed,2026-04-01 12:13:58,SKN-SERUM-01,Glow Serum,2,42.00
TT000105,Completed,2026-04-01 12:13:58,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000106,Completed,2026-03-01 19:41:26,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000106,Completed,2026-03-01 19:41:26,FCE-CONC-03,Concealer — Light,1,21.00
TT000106,Completed,2026-03-01 19:41:26,LSH-LASH-03,Magnetic Lashes — Wispy,2,26.00
TT000107,Cancelled,2026-03-05 06:01:44,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000107,Cancelled,2026-03-05 06:01:44,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000108,Completed,2026-04-15 09:31:42,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000108,Completed,2026-04-15 09:31:42,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000109,Completed,2026-05-04 13:03:07,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000109,Completed,2026-05-04 13:03:07,FCE-CONC-03,Concealer — Light,1,21.00
TT000109,Completed,2026-05-04 13:03:07,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000110,Completed,2026-03-19 18:03:25,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000110,Completed,2026-03-19 18:03:25,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000111,Completed,2026-04-21 04:12:09,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000112,Completed,2026-02-27 12:35:53,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000113,Completed,2026-05-02 18:53:51,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000113,Completed,2026-05-02 18:53:51,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000114,Completed,2026-02-25 15:40:16,SKN-SERUM-01,Glow Serum,1,42.00
TT000114,Completed,2026-02-25 15:40:16,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000115,Completed,2026-03-17 06:18:14,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000115,Completed,2026-03-17 06:18:14,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000116,Completed,2026-04-23 10:33:16,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000116,Completed,2026-04-23 10:33:16,FCE-CONC-03,Concealer — Light,1,21.00
TT000117,Completed,2026-04-24 19:57:19,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000117,Completed,2026-04-24 19:57:19,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000117,Completed,2026-04-24 19:57:19,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000118,Completed,2026-03-24 15:10:05,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000118,Completed,2026-03-24 15:10:05,CHK-BRONZ-02,Liquid Bronzer,1,20.00
TT000119,Completed,2026-03-21 07:58:37,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000119,Completed,2026-03-21 07:58:37,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000120,Completed,2026-03-21 16:14:56,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000120,Completed,2026-03-21 16:14:56,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000121,Completed,2026-02-17 08:23:06,FCE-FOUND-01,Demi Matte Foundation,2,34.00
TT000121,Completed,2026-02-17 08:23:06,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000122,Completed,2026-02-27 06:04:40,FCE-FOUND-01,Demi Matte Foundation,1,34.00
TT000122,Completed,2026-02-27 06:04:40,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000122,Completed,2026-02-27 06:04:40,FCE-SPRAY-02,Setting Spray — Dewy,1,24.00
TT000123,Completed,2026-03-31 00:41:48,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000123,Completed,2026-03-31 00:41:48,LSH-LINER-02,Magnetic Lash Liner,1,22.00
TT000124,Completed,2026-04-04 00:16:52,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000124,Completed,2026-04-04 00:16:52,CHK-BLUSH-01,Cream Blush — Petal,1,18.00
TT000125,Completed,2026-04-11 03:29:16,LSH-LINER-02,Magnetic Lash Liner,2,22.00
TT000125,Completed,2026-04-11 03:29:16,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000126,Completed,2026-03-14 04:37:48,LSH-LASH-03,Magnetic Lashes — Wispy,1,26.00
TT000126,Completed,2026-03-14 04:37:48,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000126,Completed,2026-03-14 04:37:48,SKN-SERUM-01,Glow Serum,1,42.00
TT000127,Completed,2026-02-23 09:47:43,SKN-SERUM-01,Glow Serum,1,42.00
TT000127,Completed,2026-02-23 09:47:43,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000128,Completed,2026-04-25 10:47:45,LIP-OIL-01,Lip Oil — Cherry,1,15.00
TT000128,Completed,2026-04-25 10:47:45,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000129,Completed,2026-04-12 13:29:21,LIP-LINER-02,Lip Liner — Nude,1,13.00
TT000129,Completed,2026-04-12 13:29:21,SKN-SERUM-01,Glow Serum,1,42.00
TT000130,Completed,2026-02-17 18:29:05,SKN-SERUM-01,Glow Serum,1,42.00
TT000130,Completed,2026-02-17 18:29:05,SKN-MINI-02,Mini Glow Drops,1,14.00
TT000131,Completed,2026-03-14 14:17:13,LSH-MASCARA-01,Volume Mascara — Black,1,18.00
TT000132,Completed,2026-03-08 06:55:13,FCE-FOUND-01,Demi Matte Foundation,1,34.00
